[0, 0]:	aakkoset - алфавит
[3653, 3653]:	tarkastus - контроль
[3654, 3654]:	tarkistaa - проверять
[3655, 3655]:	tarkistaisitteko - проверьте (от tarkistaa)
[3656, 3656]:	tarkka - точный
[3657, 3657]:	tarkkailla - наблюдать, следить
[3658, 3658]:	tarkoittaa - означать, подразумевать
[3659, 3659]:	tarkoitus - цель
[366, 366]:	erillinen - отдельный
[3660, 3660]:	tarpeeton - ненужный 
[3661, 3661]:	tarttua - цепляться, приставать
[3662, 3662]:	tartuntatauti - инфекционное заболевание
[3663, 3663]:	tarunomainen - мифический
[3664, 3664]:	tarvita - нуждаться, требовать
[3665, 3665]:	tarvitsemme - нам нужен
[3666, 3666]:	tarvitsen - мне нужен
[3667, 3667]:	tarvitsette - вам нужен
[3668, 3668]:	tasainen - ровный
[3669, 3669]:	tasavalta - республика
[367, 367]:	erittäin - весьма, очень
[3670, 3670]:	tasku - карман
[3671, 3671]:	taskukello - карманные часы
[3672, 3672]:	tattaripuuro - гречневая каша
[3673, 3673]:	tauko - пауза, перерыв
[3674, 3674]:	taulu - картина
[3675, 3675]:	taulua - картин
[3676, 3676]:	taulukko - таблица
[3677, 3677]:	tauti - болезнь
[3678, 3678]:	tavallinen - обыкновенный
[3679, 3679]:	tavallisesti - обычно
[368, 368]:	erityisesti - особенно
[3680, 3680]:	tavara - вещь
[3681, 3681]:	tavaraa - вещи (от tavara)
[3682, 3682]:	tavarasäilytys - камера хранения
[3683, 3683]:	tavarat - товары
[3684, 3684]:	tavaratalo - универмаг
[3685, 3685]:	tavaratalossa - в универмаге (от tavaratolossa)
[3686, 3686]:	tavaroiden - товаров (от tavarat)
[3687, 3687]:	tavata - встречать
[3688, 3688]:	tavoite - цель
[3689, 3689]:	tavoitella - стремиться, добиваться
[369, 369]:	erkaantua - расставаться
[3690, 3690]:	tavoittaa - поймать, догнать
[3691, 3691]:	teatteri - театр
[3692, 3692]:	teatteriesitys - спектакль
[3693, 3693]:	teatteriohjelmisto - театральная афиша
[3694, 3694]:	teatteriohjelmiston - театральную афишу (от teatteriohjelmisto)
[3695, 3695]:	tee - чай
[3696, 3696]:	teetä - чаю (от tee)
[3697, 3697]:	teevati - блюдце
[3698, 3698]:	tehdas - завод
[3699, 3699]:	tehdä - делать
[37, 37]:	aineita - учебные предметы
[370, 370]:	ero - различие
[3700, 3700]:	tehnyt - сделали (от tehdд)
[3701, 3701]:	tehokas - мощный, эффективный
[3702, 3702]:	tehokas tietokone - эффективный компьютер
[3703, 3703]:	tehokasta - мощной
[3704, 3704]:	tehostaa - активизировать, усиливать
[3705, 3705]:	tehtaassa - на заводе (от tehdas)
[3706, 3706]:	teidän - ваш (от te)
[3707, 3707]:	teidät - вас (от te)
[3708, 3708]:	teille - вам (от te)
[3709, 3709]:	teillä - у вас (от te)
[371, 371]:	ero, -n -a - разница, различия
[3710, 3710]:	teiltä - от вас (от te)
[3711, 3711]:	teitä - вас (от te)
[3712, 3712]:	tekijä - фактор, автор, производитель, исполнитель
[3713, 3713]:	tekisittekö - сделайте
[3714, 3714]:	tekniikkaa - техника
[3715, 3715]:	teknillinen - технический
[3716, 3716]:	teko - поступок
[3717, 3717]:	tekokukka - искусственный цветок
[3718, 3718]:	televisio - телевизор
[3719, 3719]:	televisiota - телевизор (от televisio)
[372, 372]:	ero/ta, an - отделяться, отличаться, различаться
[3720, 3720]:	tenniskenttä - теннисный корт
[3721, 3721]:	tennistä - в теннис (от tennis)
[3722, 3722]:	tentit - экзамены
[3723, 3723]:	tentti - экзамен
[3724, 3724]:	teollinen - промышленный
[3725, 3725]:	terve - привет
[3726, 3726]:	tervehtiminen - приветствие
[3727, 3727]:	tervehtiä - приветствовать
[3728, 3728]:	terveisiä - привет (от terve)
[3729, 3729]:	tervetuloa - добро пожаловать
[373, 373]:	erota - расходиться, разводиться
[3730, 3730]:	terveydeksenne - за ваше здоровье
[3731, 3731]:	terveydeksi - за здоровье (от terveys)
[3732, 3732]:	terveys - здоровье
[3733, 3733]:	terveyspalvelut - медицинская помощь
[3734, 3734]:	terveyttä - здоровье (от terveys)
[3735, 3735]:	tie - дорога
[3736, 3736]:	tiede - наука
[3737, 3737]:	tiedekunta - факультет
[3738, 3738]:	tiedemies - ученый
[3739, 3739]:	tiedonhalu - любознательность
[374, 374]:	eräs - один, некоторый
[3740, 3740]:	tiedotus - сообщение, информация
[3741, 3741]:	tiedän - я знаю
[3742, 3742]:	tiellä - дороге
[3743, 3743]:	tien - дорогу
[3744, 3744]:	tieteellinen - научный
[3745, 3745]:	tietysti - конечно
[3746, 3746]:	tietä - по дороге
[3747, 3747]:	tietää - знать
[3748, 3748]:	tiikerisalva - тигровая мазь
[3749, 3749]:	tiikerisalvaa - тигровую мазь
[375, 375]:	eräänä - однажды
[3750, 3750]:	tiili - кирпич
[3751, 3751]:	tiistai - вторник
[3752, 3752]:	tikkataulu - доска для мет дротик
[3753, 3753]:	tila - место, положение, вместимость
[3754, 3754]:	tilaamaan - заказывать (от tilata)
[3755, 3755]:	tilaisuus - случай, возможность, мероприятие, встреча
[3756, 3756]:	tilanne - положение, обстановка
[3757, 3757]:	tilasto - статистика
[3758, 3758]:	tilata - заказать
[3759, 3759]:	tilatkaa - закажите (от tilata)
[376, 376]:	eräästä - из одного
[3760, 3760]:	tilava - вместительный
[3761, 3761]:	tilli - укроп
[3762, 3762]:	tinkiä - торговаться
[3763, 3763]:	tislattu - дистиллированная
[3764, 3764]:	tislattua - дистиллированная (от tislattu)
[3765, 3765]:	titteli - титул
[3766, 3766]:	tiukka - мало
[3767, 3767]:	todeta - констатировать, установить
[3768, 3768]:	todistus - доказательство, свидетельство, удостоверение
[3769, 3769]:	toimeentulo - средства к существованию
[377, 377]:	eräät, eräät muut - некоторые, другие
[3770, 3770]:	toimia - работать
[3771, 3771]:	toimia välittäjänä jostakin - быть посредником в чем-либо
[3772, 3772]:	toimikunta - комиссия, комитет
[3773, 3773]:	toimittaa - госпитализировать, доставлять
[3774, 3774]:	toinen - другой
[3775, 3775]:	toiseen - в другое (от toinen)
[3776, 3776]:	toiseksi - во-вторых
[3777, 3777]:	toisin - по-другому
[3778, 3778]:	toisin sanoen - другими словами
[3779, 3779]:	toisitteko - принесите (от tuoda)
[378, 378]:	esiintyä - выступать
[3780, 3780]:	toissapäivänä - позавчера
[3781, 3781]:	toistakaa - повторите (от toistaa)
[3782, 3782]:	toistetan - повторяется
[3783, 3783]:	toivoa - желать, надеяться
[3784, 3784]:	toivotaa - желать
[3785, 3785]:	toivotamme - мы желаем (от toivotaa)
[3786, 3786]:	toivottavasti - надеюсь
[3787, 3787]:	toivotus - пожелание
[3788, 3788]:	tolvana - болван, олух, остолоп
[3789, 3789]:	tomaatteja - помидоры (от tomaatti)
[379, 379]:	esikaupunki - пригород
[3790, 3790]:	tomaatti - помидор
[3791, 3791]:	tomaattituoremehu - томатный сок
[3792, 3792]:	tori - площадь
[3793, 3793]:	torille - на площадь (от tori)
[3794, 3794]:	torni - башня
[3795, 3795]:	tornin - башни (от torni)
[3796, 3796]:	torstai - четверг
[3797, 3797]:	tosi - правда, действительно, серьезно
[3798, 3798]:	tosiaankin - действительно, в самом деле
[3799, 3799]:	tosin - правда, хотя
[38, 38]:	ainekirjoitus - сочинение
[380, 380]:	esikoinen - первый ребенок (первеннец)
[3800, 3800]:	tossut - тапочки
[3801, 3801]:	toteutua - осуществляться, исполняться
[3802, 3802]:	totta - правда
[3803, 3803]:	tottakai - конечно, разумеется
[3804, 3804]:	tottua - привыкать, привыкнуть 
[3805, 3805]:	toukokuu - май
[3806, 3806]:	toukokuuta - мая (от toukokuu)
[3807, 3807]:	toverikunta - товарищеское общество
[3808, 3808]:	T-paita - футболка с коротким рукавом
[3809, 3809]:	traktori - трактор
[381, 381]:	esimerkiksi - например
[3810, 3810]:	tuhansia - тысяч
[3811, 3811]:	tuhat - тысяча
[3812, 3812]:	tuhkakuppi - пепельница
[3813, 3813]:	Tuhkimo - Золушка
[3814, 3814]:	tuhlata - тратить, растрачивать
[3815, 3815]:	tuhrata - пачкать-, испачкать
[3816, 3816]:	tuhria - пачкать--, испачкать
[3817, 3817]:	tuijottaa - пристально смотреть, уставиться
[3818, 3818]:	tuikkia - мерцать, мигать, мелькать
[3819, 3819]:	tukea - поддерживать кого-либо в чем-либо
[382, 382]:	esimerkki - пример
[3820, 3820]:	tulee - прибывает (от tulla)
[3821, 3821]:	tulehdus - воспаление
[3822, 3822]:	tulemaan - прийти (от tulla)
[3823, 3823]:	tulemme - мы приедем (от tulla)
[3824, 3824]:	tuleva - будущий
[3825, 3825]:	tuliainen - гостинец
[3826, 3826]:	tulin - я приехал (от tulla)
[3827, 3827]:	tulitikut - спички
[3828, 3828]:	tulkaa - приходите (от tulla)
[3829, 3829]:	tulkita - толковать, переводить
[383, 383]:	esine - предмет
[3830, 3830]:	tulla - приходить, приезжать
[3831, 3831]:	tulla toimeen - сводить концы с концами
[3832, 3832]:	tulli - таможня
[3833, 3833]:	tullimaksu - пошлина
[3834, 3834]:	tullimaksua - пошлина (от tullimaksi)
[3835, 3835]:	tullin - пошлину (от tulli)
[3836, 3836]:	tulliselvityskaavake - таможенная декларация
[3837, 3837]:	tulliselvityskaavakkeenne - вашу таможенную декларацию (от tulliselvityskaavake)
[3838, 3838]:	tullitarkastus - таможенный досмотр
[3839, 3839]:	tullut - приехал
[384, 384]:	esineistö - предметы, вещи, материал
[3840, 3840]:	tuloaika - время прибытия
[3841, 3841]:	tulovero - подоходный налог
[3842, 3842]:	tulppaanit - тюльпаны
[3843, 3843]:	tulva - наводнение
[3844, 3844]:	tumma - темный
[3845, 3845]:	tummanruskea - темно-коричневый
[3846, 3846]:	tummeta - темнеть
[3847, 3847]:	tungeksia - толпиться, тесниться
[3848, 3848]:	tuntea - узнавать, чувствовать
[3849, 3849]:	tuntematon - незнакомый
[385, 385]:	esite - рекламный проспект
[3850, 3850]:	tunteri - сопка
[3851, 3851]:	tunti - час
[3852, 3852]:	tuntia - часа (от tunti)
[3853, 3853]:	tuntua - казаться, чуствоваться, ощущаться,быть замеченным
[3854, 3854]:	tuo - tuoda
[3855, 3855]:	tuoda - приносить
[3856, 3856]:	tuodaanko - принесут? (от tuoda)
[3857, 3857]:	tuokaa - принесите (от tuoda)
[3858, 3858]:	tuoksua - пахнуть, благоухать
[3859, 3859]:	tuoli - стул
[386, 386]:	esitellä - представлять, знакомить
[3860, 3860]:	tuolla - там
[3861, 3861]:	tuomio - приговор
[3862, 3862]:	tuontitavara - ввозной товар, импорт
[3863, 3863]:	tuoppi - кружка, (пива)
[3864, 3864]:	tuoremehu - натуральный сок
[3865, 3865]:	tuote - изделие, произведение, продукт
[3866, 3866]:	tuotteita - изделия (от tuote)
[3867, 3867]:	tupa - изба, избушка
[3868, 3868]:	tupakkaa - табак
[3869, 3869]:	tupakkakioski - табачный киоск
[387, 387]:	esitelmä - доклад, лекция
[3870, 3870]:	tupakoida - курить
[3871, 3871]:	tupakointi - курение
[3872, 3872]:	tupremehu - сок
[3873, 3873]:	tupsu - помпон, кисточка
[3874, 3874]:	turha - напрасный, бесполезный
[3875, 3875]:	turhaan - напрасно, зря
[3876, 3876]:	turhan - слишком
[3877, 3877]:	turisti - турист
[3878, 3878]:	turistimatka - туристическая поездка
[3879, 3879]:	turistina - как турист (от turisti)
[388, 388]:	esittäkää - представьте (от esittää)
[3880, 3880]:	turkishattu - меховая шапка
[3881, 3881]:	turkishatun - меховую шапку (от turkishattu)
[3882, 3882]:	turvautua - прибегнуть
[3883, 3883]:	turvavyö - ремень безопасности
[3884, 3884]:	turvavyöt - пристяжные ремни
[3885, 3885]:	tusina - дюжина
[3886, 3886]:	tuska - мучение
[3887, 3887]:	tuskaa - мучений
